time,amplitude
0,4.67412052626305e-08
2.26757369614512e-05,1.91898809659422e-07
4.53514739229025e-05,1.96536151757062e-07
6.80272108843537e-05,5.38185564693789e-07
9.0702947845805e-05,4.1585499820104e-07
0.000113378684807256,7.13582939899783e-07
0.000136054421768707,7.24227804336511e-07
0.000158730158730159,1.09842568020885e-06
0.00018140589569161,1.10839430891292e-06
0.000204081632653061,1.33957146605882e-06
0.000226757369614512,1.37892608274934e-06
0.000249433106575964,1.37248591587033e-06
0.000272108843537415,1.34765127271963e-06
0.000294784580498866,1.33706715895488e-06
0.000317460317460317,1.04603901439748e-06
0.000340136054421769,8.06921333076215e-07
0.00036281179138322,6.74328870959065e-07
0.000385487528344671,7.08639911572506e-07
0.000408163265306122,3.51561886394577e-07
0.000430839002267574,5.17881339043486e-07
0.000453514739229025,2.23704297115894e-07
0.000476190476190476,4.38645504994045e-07
0.000498866213151927,3.33415963264378e-07
0.000521541950113379,6.39141932770925e-07
0.00054421768707483,3.46962089032837e-07
0.000566893424036281,5.64874432569885e-07
0.000589569160997732,1.73815336619855e-07
0.000612244897959184,3.33074918278658e-07
0.000634920634920635,-1.16837931841342e-07
0.000657596371882086,-2.16647717816997e-07
0.000680272108843537,-3.77954579249171e-07
0.000702947845804989,-3.08070671943205e-07
0.00072562358276644,-7.6158962764296e-07
0.000748299319727891,-5.01336711307704e-07
0.000770975056689342,-7.83490700150229e-07
0.000793650793650794,-5.91429457153559e-07
0.000816326530612245,-6.05078639867359e-07
0.000839002267573696,-2.84418169371972e-07
0.000861678004535147,-5.50071367612022e-07
0.000884353741496599,-1.97280622858927e-07
0.00090702947845805,-2.54008236489803e-07
0.000929705215419501,1.47100576589135e-07
0.000952380952380952,8.114179604627e-08
0.000975056689342404,4.5687787013817e-07
0.000997732426303855,2.90614000212691e-07
0.00102040816326531,6.64794885488157e-07
0.00104308390022676,7.33941449721372e-07
0.00106575963718821,1.08461851893528e-06
0.00108843537414966,9.25406586691139e-07
0.00111111111111111,1.21032753868704e-06
0.00113378684807256,1.07858139907827e-06
0.00115646258503401,1.37063591342394e-06
0.00117913832199546,1.23792780817454e-06
0.00120181405895692,1.47512832140177e-06
0.00122448979591837,1.30954864057493e-06
0.00124716553287982,1.49279004994169e-06
0.00126984126984127,1.27272497502557e-06
0.00129251700680272,1.48999037023721e-06
0.00131519274376417,1.10415401063343e-06
0.00133786848072562,1.18353538760121e-06
0.00136054421768707,9.32893087300052e-07
0.00138321995464853,1.1469339286155e-06
0.00140589569160998,1.01088943318492e-06
0.00142857142857143,1.20091678975738e-06
0.00145124716553288,8.80929150302614e-07
0.00147392290249433,1.01174316811979e-06
0.00149659863945578,7.35277981568089e-07
0.00151927437641723,7.51252791245693e-07
0.00154195011337868,5.02941324116739e-07
0.00156462585034014,4.82319908554381e-07
0.00158730158730159,1.25632292746747e-07
0.00160997732426304,1.89836883250475e-07
0.00163265306122449,-1.83877559584129e-07
0.00165532879818594,3.0714266829956e-08
0.00167800453514739,-3.94701150777494e-07
0.00170068027210884,-2.63923816504093e-07
0.00172335600907029,-4.10676173063667e-07
0.00174603174603175,-1.27690162706375e-07
0.0017687074829932,-4.30634942443995e-07
0.00179138321995465,6.02033187250621e-08
0.0018140589569161,-2.38303549428288e-07
0.00183673469387755,5.13325302987586e-08
0.001859410430839,2.43535871009772e-07
0.00188208616780045,4.47549438131508e-07
0.0019047619047619,4.85960504017342e-07
0.00192743764172336,8.8624929722856e-07
0.00195011337868481,7.90130162373466e-07
0.00197278911564626,1.08911921317881e-06
0.00199546485260771,1.14970692918794e-06
0.00201814058956916,1.4110923228097e-06
0.00204081632653061,1.37535429445811e-06
0.00206349206349206,1.59464862986278e-06
0.00208616780045351,1.51644396043463e-06
0.00210884353741497,1.74335277969663e-06
0.00213151927437642,1.53043292569803e-06
0.00215419501133787,1.65276619263114e-06
0.00217687074829932,1.5297977364874e-06
0.00219954648526077,1.50291869197122e-06
0.00222222222222222,9.75416130761152e-07
0.00224489795918367,1.10883781666892e-06
0.00226757369614512,4.76602391042956e-07
0.00229024943310658,4.36156439988567e-07
0.00231292517006803,-1.38485560254254e-08
0.00233560090702948,7.89750717859381e-08
0.00235827664399093,-3.71009585801393e-07
0.00238095238095238,-1.44326719188022e-07
0.00240362811791383,-3.25905156714221e-07
0.00242630385487528,-1.72347732854549e-07
0.00244897959183673,-4.80609416123388e-07
0.00247165532879819,-1.88270206311144e-07
0.00249433106575964,-5.22328404416905e-07
0.00251700680272109,-1.27498450562063e-07
0.00253968253968254,-2.98830128530652e-07
0.00256235827664399,-1.12174942369152e-07
0.00258503401360544,-1.97774398125532e-07
0.00260770975056689,-4.61542648281962e-08
0.00263038548752834,-3.04074865188082e-07
0.0026530612244898,-1.21592114393341e-07
0.00267573696145125,-3.51906334396218e-07
0.0026984126984127,6.42237517964962e-08
0.00272108843537415,-2.01936671910417e-07
0.0027437641723356,3.82027839641193e-08
0.00276643990929705,-1.47610976222174e-07
0.0027891156462585,1.83612296590369e-07
