time,amplitude
0,-4.78720151997279e-07
2.26757369614512e-05,-2.03943692668594e-07
4.53514739229025e-05,-3.88946636651966e-07
6.80272108843537e-05,2.62986594169584e-08
9.0702947845805e-05,-1.85996681394918e-07
0.000113378684807256,1.50670472077057e-07
0.000136054421768707,-6.96511957802248e-08
0.000158730158730159,3.16256031910392e-07
0.00018140589569161,1.82053840772066e-07
0.000204081632653061,5.51388044321802e-07
0.000226757369614512,4.27518070592001e-07
0.000249433106575964,7.19440560933825e-07
0.000272108843537415,6.59876592869194e-07
0.000294784580498866,8.49659593465289e-07
0.000317460317460317,8.19612189577355e-07
0.000340136054421769,9.01831656003981e-07
0.00036281179138322,7.0805559116947e-07
0.000385487528344671,8.78788802665334e-07
0.000408163265306122,5.07138727357719e-07
0.000430839002267574,5.50172559273409e-07
0.000453514739229025,1.05584046259815e-07
0.000476190476190476,5.12555599275444e-08
0.000498866213151927,-2.58998437033645e-07
0.000521541950113379,-1.63497509757982e-07
0.00054421768707483,-5.58623070371566e-07
0.000566893424036281,-4.62272710510529e-07
0.000589569160997732,-1.0348731815821e-06
0.000612244897959184,-7.06874166451034e-07
0.000634920634920635,-1.12649499862054e-06
0.000657596371882086,-7.83535179290614e-07
0.000680272108843537,-1.11660866406324e-06
0.000702947845804989,-9.32098251249861e-07
0.00072562358276644,-1.19790803715949e-06
0.000748299319727891,-7.54603859207055e-07
0.000770975056689342,-8.60199986065302e-07
0.000793650793650794,-7.2752804845994e-07
0.000816326530612245,-6.3405985092491e-07
0.000839002267573696,-2.4068834762197e-07
0.000861678004535147,-5.56567229434047e-07
0.000884353741496599,-2.0965183404073e-07
0.00090702947845805,-3.83365078324199e-07
0.000929705215419501,1.05394281986383e-07
0.000952380952380952,-2.71041188220988e-08
0.000975056689342404,3.12400776471225e-07
0.000997732426303855,1.20681456443484e-07
0.00102040816326531,3.58636814761282e-07
0.00104308390022676,3.74778065813815e-07
0.00106575963718821,5.70607659629442e-07
0.00108843537414966,2.31262836345461e-07
0.00111111111111111,7.36610547140493e-07
0.00113378684807256,5.45560430125532e-07
0.00115646258503401,8.42394743159134e-07
0.00117913832199546,6.38765102781481e-07
0.00120181405895692,1.00894160178252e-06
0.00122448979591837,8.56705874578525e-07
0.00124716553287982,1.09689566973181e-06
0.00126984126984127,9.36025742256604e-07
0.00129251700680272,1.28803876386416e-06
0.00131519274376417,9.66866468435867e-07
0.00133786848072562,1.11379532319449e-06
0.00136054421768707,9.02911417314626e-07
0.00138321995464853,8.97305036926504e-07
0.00140589569160998,4.50954496547784e-07
0.00142857142857143,5.39380928312207e-07
0.00145124716553288,-2.32669402848735e-07
0.00147392290249433,-6.63856767056e-08
0.00149659863945578,-5.44624909120463e-07
0.00151927437641723,-4.90386125561112e-07
0.00154195011337868,-6.77963562511383e-07
0.00156462585034014,-5.48786841089631e-07
0.00158730158730159,-6.93317203761253e-07
0.00160997732426304,-2.50961420098117e-07
0.00163265306122449,-6.08179311972325e-07
0.00165532879818594,3.03038345494654e-09
0.00167800453514739,-1.62031272632406e-07
0.00170068027210884,3.52269501537276e-07
0.00172335600907029,1.89239208354394e-07
0.00174603174603175,6.07900588903652e-07
0.0017687074829932,3.57605248606919e-07
0.00179138321995465,7.90823492666275e-07
0.0018140589569161,6.37755225385028e-07
0.00183673469387755,9.32816174117142e-07
0.001859410430839,8.43032235192034e-07
0.00188208616780045,9.98985082003722e-07
0.0019047619047619,7.92217391416496e-07
0.00192743764172336,9.83933856286032e-07
0.00195011337868481,5.74391516210299e-07
