time,amplitude
0,4.74191056506072e-07
2.26757369614512e-05,3.47815206312836e-07
4.53514739229025e-05,2.91757069495405e-07
6.80272108843537e-05,3.75474934257116e-07
9.0702947845805e-05,3.63078995348336e-07
0.000113378684807256,2.89883266933653e-07
0.000136054421768707,3.79461443428024e-07
0.000158730158730159,3.28568513553004e-07
0.00018140589569161,5.06490534107436e-07
0.000204081632653061,5.30915211401987e-07
0.000226757369614512,9.9675789561988e-07
0.000249433106575964,9.3199859719491e-07
0.000272108843537415,1.43037490867886e-06
0.000294784580498866,1.47157508826221e-06
0.000317460317460317,1.76197451243769e-06
0.000340136054421769,1.59753216670305e-06
0.00036281179138322,1.8892452544527e-06
0.000385487528344671,1.73232343972566e-06
0.000408163265306122,1.68963272323554e-06
0.000430839002267574,1.53175543752887e-06
0.000453514739229025,1.30104910638889e-06
0.000476190476190476,9.56858676386469e-07
0.000498866213151927,1.02947918191311e-06
0.000521541950113379,6.5671903053882e-07
0.00054421768707483,7.15673488530407e-07
0.000566893424036281,3.66851675590067e-07
0.000589569160997732,3.27464036186172e-07
0.000612244897959184,2.66449752830368e-07
0.000634920634920635,4.00546557111487e-07
0.000657596371882086,1.06159437316156e-08
0.000680272108843537,2.90217838583305e-07
0.000702947845804989,6.80594154813365e-08
0.00072562358276644,7.95747881596205e-08
0.000748299319727891,-2.97241542949906e-08
0.000770975056689342,1.51485136140977e-07
0.000793650793650794,-2.04652107233851e-07
0.000816326530612245,-5.43648486656521e-09
0.000839002267573696,-1.46014786499004e-07
0.000861678004535147,-1.07362936919347e-07
0.000884353741496599,-4.00345633213536e-07
0.00090702947845805,-2.63710079546328e-07
0.000929705215419501,-4.81575961197642e-07
0.000952380952380952,-2.909108537779e-07
0.000975056689342404,-5.39373055723204e-07
0.000997732426303855,-3.21358167580968e-07
0.00102040816326531,-4.55398541128612e-07
0.00104308390022676,-1.12346615261568e-07
0.00106575963718821,-2.85692553360906e-07
0.00108843537414966,2.1868410273775e-08
0.00111111111111111,1.32601077683317e-07
0.00113378684807256,4.96359464000214e-07
0.00115646258503401,3.79514612174663e-07
0.00117913832199546,7.41810790937324e-07
0.00120181405895692,5.82335817777043e-07
0.00122448979591837,9.40291056083241e-07
0.00124716553287982,7.99365099501362e-07
0.00126984126984127,1.05567533215496e-06
0.00129251700680272,7.39378285464322e-07
0.00131519274376417,1.06791644385116e-06
0.00133786848072562,8.21677945933674e-07
0.00136054421768707,1.13231386191887e-06
0.00138321995464853,7.27939906000314e-07
0.00140589569160998,7.77622332948581e-07
0.00142857142857143,6.75041438075154e-07
0.00145124716553288,7.22123731381941e-07
0.00147392290249433,5.26683094420977e-07
